file_name,SMILES
2298.png,[H][C@]1([C@]2(C[C@@](C=C2c2[n]c(NS(c3c(F)cc(O[C@]4([C@@](c5[n](C)[n]cc5)([H])CCC(F)(F)C4)[H])c(C)c3)(=O)=O)cc[n]2)([H])[C@@]1(C(O[C@@]12[C@@](C(O)=O)([H])[C@@](CC(=O)N)([H])[C@](C1)([H])C=C2)=O)[H])[H])CC(=O)N
2299.png,[H]n1cncc1C(OC(=O)[C@]1([H])[C@]([H])(CC(N)=O)[C@]2([H])C=C[C@@]1([H])C2)N(CC)c1cccc(C)c1
2300.png,[H]N1C(CN(C2C=C(Cl)N=CC=2)CCOC([C@]2([C@@]3(C[C@](C=C3)([H])[C@]2(CC(NN=[N+]=[N-])=O)[H])[H])[H])=O)=CN=C1
2301.png,[H][C@]1(CC(N)=O)[C@](C(=O)O)(c2ncc3c(COc4cnc(OC)cc4C=O)cccn23)[C@@]2([H])C=C[C@]1(C#C)C2
2302.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)Oc2c(N=[N+]=[N-])cccc2-n2cc(C(C)F)n3->[Pt]c4ccccc4-c23)[C@@]2([H])C=C[C@]1([H])C2
2303.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)N=C=[N-])[H])CC(NC1C(CNC(NNC(C2SC(Cl)=CC=2)=O)=O)=C(F)C=CC=1)=O
2304.png,[H]n1nc(N)c2ncc(-c3ccc(NS(=O)(=O)c4c(Cl)sc(Cl)c4C#C)c(C(C(N)=O)[C@@]4([H])[C@@]([H])(C(=O)O)[C@@]5([H])C=C[C@]4([H])C5)c3)nc21
2305.png,[H]N1C2C(=NC=C(N=2)C2C([C@@]3([C@@]4(C[C@](C=C4)([H])[C@]3(CC(NC#C)=O)[H])[H])C(O)=O)=CC(NS(C3C(C#N)=CC4OCCCOC=4C=3)(=O)=O)=CC=2)C(N)=N1
2306.png,[H][C@]1(CC(N)=O)[C@](C(=O)O)(c2cc(N(CC)CCC)nc3c2CNCCO3)[C@@]2([H])C=C[C@]1([H])C2
2307.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(Nc1c2c([s]c3C4=CCC(O)[C@]4(C)CCc32)cc(OC)c1)=O
2308.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)Oc2ccc(CC(C#N)NC(C)(C)C)s2)[C@@]2([H])C=C[C@]1([H])C2
2309.png,[H][C@]1(C(=O)O)[C@@]2(CC(C)(C)NC3=NS(=O)N=C3Nc3cccc(C(=O)N(C)C)c3O)C=C[C@]([H])(C2)[C@]1(CC(N)=O)N=[N+]=[N-]
2310.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@]1(C1N(c2c(C3CC3)cc[n]c2[H])C(=O)c2c([s]c3c2cccc3[N+]([O-])=O)C1)C(O)=O)[H])CC(=O)N
2311.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@]1(C([Si](OC)(OC)OC)CCC(P(O)(O)=O)P(O)(O)=O)C(O)=O)[H])CC(=O)N
2312.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C(CC(C)c1ccc3ncccc3c1)=C2N=[N+]=[N-]
2313.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1(N=[N+]=[N-])C=C2Cc1c(F)cccc1C(=O)OC
2314.png,[H][C@]1([C@@]2(C=C(CC3(CN(/C(/NCC)=N/S(c4ccc(N)cc4)(=O)=O)N=C3)C)[C@](C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2315.png,[H][C@@]1([C@@]2(C([H])([H])[C@](C=C2)([H])[C@]1(C(C(=O)N)C#C)C1C(CF)=C(S(N2CCC(O)CCC2)(=O)=O)C=C(C(NC2C=C(Cl)C(F)=CC=2)=O)C=1)[H])C(O)=O
2316.png,[H][n]1c2c(c(c(cc2)S(N2C([C@]34[C@](CC(=O)N)([H])[C@](C(O)=O)([H])[C@@](C3)([H])C=C4)CN(C)CC2)(=O)=O)F)cc1-c1c(=O)[n]([H])c2c(ccc(c2)F)c1
2317.png,[H][n]1c2c(ccc([H])c2)cc(-c2[n]([C@@]34[C@@](C(O)=O)([H])[C@@](CC(=O)N)([H])[C@](C3)([H])C([N+]([O-])=O)=C4)c3c(c(ccc3)S(N3CCN(C)CC3)(=O)=O)c2)c1=O
2318.png,[H][C@]1(CC(=O)Nc2ccccc2[C@@]([H])(NC(=O)C2CC(N[C@]([H])(C)c3cccc4ccccc34)C2C2=C[C@]3([H])C[C@@]2([H])[C@]([H])(C(=O)O)[C@]3([H])CC(N)=O)C(=O)OC)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
2319.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2c1cc(OC)c(Br)nc1CC
2320.png,[H][C@@]1(CC(N)=O)[C@]2(CCc3ccc(OC)c(CCC4(C5CCCC5)CC(=O)C(C#CC#C)C(=O)O4)n3)C=C[C@@]([H])(C2)[C@]1([H])C(=O)O
2321.png,[H][C@]1([C@]2(C(C(OC(CC([H])(Nc3c(Cl)c(Oc4cc(C(C)C)c(O)cc4)c(Cl)c(F)[n]3)C)=O)C)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2322.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(c3cccc4nc(N)c5nc(CC)n(CCC/C=C/c6cccnc6)c5c34)C=C[C@]1([H])C2
2323.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(OC1N(CC(N2CCN(C(ON3C(=O)CCC3=O)=O)CC2)=O)CC1)=O)[H])[H])CC(=O)N
2324.png,[H][C@]1([C@]2(C[C@@](C=C2[*])([H])[C@@]1(C(OC1C=NC(S(=O)(=O)C)=CC=1)=O)[H])[H])CC(=O)N
2325.png,[H][C@]1([C@]2(C(C3(CC3)C(NC/C=C/c3cc(C#CC#C)c([H])cc3)=O)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2326.png,[H]n1cnc2sc3c(c2c1=O)CC(C1=C[C@@]2([H])C[C@]1([H])[C@@]([H])(CC(N)=O)[C@@]2([H])C(=O)O)CC3
2327.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(C3C[C@]([H])(N=[N+]=[N-])[C@](N=C=[N-])(NC(=O)OC(C)(C)C)CO3)C=C[C@]1([H])C2
2328.png,[H][C@]1([C@]2(C([H])([H])[C@@](C=C2)(Oc2c3c(c([n](c[n]3)Cc3[s]c4c(cccc4)[n]3)=O)c(Cl)cc2Cl)[C@@]1(C(O)=O)[H])[H])CC(=O)N
2329.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@]1(C(C(C(C)(C)C)(C1SC(C2C=NC(N)=CC=2)=NN=1)C)C(=O)N)C#CC#C)[H])C(O)=O
2330.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)C#N)c1cc(N(C(CCC)C)C(C(C(C)(C)C)(C)C)=O)cc(C)c1)CC(=O)N
2331.png,[H][C@@]1(C(=O)O)[C@@](CC(N)=O)(c2c(Br)cc(F)c(OCC(C)(O)CC(C(N)=O)[C@@]3([H])[C@@]([H])(C(=O)O)[C@@]4([H])C=C[C@]3([H])C4)c2Cl)[C@]2([H])C=C[C@@]1([H])C2
2332.png,[H][C@]1([C@@]2(C=C(N3C(C#CC#C)=C(C4C=C5C(C=NC(=C5)NCC5C=CC(NS(=O)(=O)C([H])([H])[H])=CC=5)=CC=4)C=N3)[C@](C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2333.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(C#N)[C@]1(N(C)NCOc1ccc(C(C)(C)C)cc1)C2
2334.png,[1*]C1(O)C(=O)N=C2OC3C(OC4=C[C@@]5([H])C[C@]4([H])[C@@](C#C)(CC(N)=O)[C@@]5([H])C(=O)O)C(CO)OC3N2C1[2*]
2335.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(OC1CN(C[C@]2(c3c([s]cc3)CCO2)[H])CCC1)=O)[H])[H])CC(=O)N
2336.png,[H][C@]1([C@]2(C(C3C(C(C4C=C(C(F)(F)F)C=C(F)C=4)(NCC4C(F)=C(F)C=CC=4)CC4C=CC=CC=4)=NC=C(Cl)C=3)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2337.png,[H][C@]1([C@]2(C(c3c(C(c4[n]cc(Cl)cc4)(NCCC)Cc4ccccc4)cc(C(F)(F)F)cc3F)[C@@](C=C2)(C#CC#C)[C@@]1(C(O)=O)[H])[H])CC(=O)N
2338.png,[H][C@]1([C@]2(C[C@@](C=C2N=[N+]=[N-])([H])[C@@]1(C(OCCOC(C(C(OCC)=O)(NC)CC(OCC)=O)=O)=O)[H])[H])CC(=O)N
2339.png,[H]N1N=C(C2(CCCC2)CN2C(C([C@@]3([C@]4(C[C@@](C=C4)([H])[C@@]3(C(O)=O)[H])[H])[H])C(NNC(C[C@@]3([C@]4(C[C@@](C=C4)([H])[C@@]3(C(O)=O)[H])[H])[H])=O)=O)CC(CNC([n]3c4c(cccc4)[n](C(C)C)c3=O)=O)CC2)N=N1
2340.png,[H][C@@]1([C@](C(O)=O)([H])[C@@]2(C[C@]1(C=C2)CN(c1cc(-c2[n]3c([s]c([n]3)NCc3ccc(F)cc3)[n]c2)cc([H])c1)C)[H])CC(=O)N
2341.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(NC1N=C(C2=NN3C(C4=C(N=C3N)N(CCN3CCN(C5C=C(C6OC(C)=NN=6)C=CC=5)CC3)N=C4)=N2)C=CC=1)=O
2342.png,[H]n1ccc2cc(-c3cc(NC(=O)C#CCC)c(F)cc3[C@]3(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]4([H])C=C[C@]3([H])C4)cnc21
2343.png,[H][C@]1(C[C@@]2(CCC3CCCCC3)NC(=N)N(C)C2=O)CN(C(=O)c2ccccc2)CC1C1=C[C@]2([H])C[C@@]1([H])[C@]([H])(C(=O)O)[C@]2([H])CC(N)=O
2344.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@@]1(c1ccc(C(N[C@@]2([C@@](C(N3CC(C)(C)[C@@](c4ccc(Cl)cc4)(O)CC3)=O)([H])COCC2)[H])=O)cc1)CC(=O)N)[H])C(O)=O
2345.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)Oc2cc(Cl)ccc2[C@]2(O)CC(C#C)N(C(=O)[C@]3([H])CCCC[C@]3([H])NC(=O)OCc3ccccc3)CC2(C)C)[C@@]2([H])C=C[C@]1([H])C2
2346.png,[H][C@@]1(C(=O)OC2(C3CCc4ccc(N)cc43)C(=O)Nc3ccc(Cl)cc32)[C@]([H])(C(C(N)=O)[N+](=O)[O-])[C@]2([H])C=C[C@@]1([H])C2
2347.png,[H][C@]1(CC(=O)NC(C(=O)O)C2OC(C3C(=O)Nc4cc(F)ccc43)c3ccccc32)[C@@](N=[N+]=[N-])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
2348.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@]1(C(C1C=CC=CC=1)(C1C=CC=CC=1)CCN(C(C1C=C2N=C(N(C)C2=CC=1)CCC1C=CC(CN)=CC=1)=O)CC1C=CC(CN)=CC=1)C(O)=O)[H])CC(=O)N
2349.png,[H][C@@]1(C(=O)O)[C@]([H])(C(Cc2c(Cn3c(=O)c(C(=O)O)cn(-c4ccc5c(c4)CCC(=O)N5C)c3=O)cccc2C(F)(F)F)C(N)=O)[C@]2([H])C=C[C@@]1([N+](=O)[O-])C2
2350.png,[H][C@@]1(C(=O)O)[C@]([H])(C(C(N)=O)c2csc3c2c(O)c2c4nc5ccccc5c5c6sccc6c(O)c(c6nc7ccccc7c3c62)c45)[C@]2([H])C=C[C@@]1([H])C2
2351.png,[H][C@]12CCN(C(C)C)C(C([C@@]3([C@]4(C[C@@](C=C4)([H])[C@@]3(C(O)=O)[H])[H])[H])C(=O)N)[C@]1([H])CCCC2
2352.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)OC(O)(CNCCCCCCOCC(F)(F)Cc2ccccc2)c2ccc(O)c(CO)c2)[C@@]2([H])C=C[C@]1([H])C2
2353.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2c1ccnc(-n2cc(C)ccc2=O)c1
2354.png,[H][C]([H])C(=O)NCC(COCCOCCOCC)C(C(N)=O)[C@@]1([H])[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
2355.png,[H]N1C2C(=C(C=CC=2)OCC(C2C(OC)=NC=CC=2)OC([C@]2([C@@]3(C[C@](C=C3)([H])[C@]2(CC(=O)N)[H])[H])[H])=O)C=C1C(O)=O
2356.png,[H][C@]1([C@]2(C(C(N(C(=O)C)C)CN(C3C=C(OC4C=CC(C5N=CC(C)=CC=5)=CC=4)C=NC=3)C)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N([H])[H]
2357.png,[H][C@]1([C@]2(C[C@@](C=C2C(C2SC(C3C([N+]([O-])=O)=CN(C)N=3)=NN=2)(C)C)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2358.png,[H][C@]1(CC(N)=O)[C@@](CCc2cc(Br)c(CC(Cl)(Cl)Cl)c(Br)c2)(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
2359.png,*N1C[C@]2([H])COC(*)(*)N(*)[C@]2(NC(=O)C[C@@]2([H])[C@@]([H])(C(=O)O)[C@@]3([H])C=C[C@]2([H])C3)C1
2360.png,[H][C@]1(CC(=O)N[C@](N)(CO)CNc2ncc(C(N)=O)c(Nc3cccc(C)c3)n2)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
2361.png,[H][C@](N)(CCOC)CNc1ncc(C(=O)NC(C(N)=O)[C@@]2([H])[C@@]([H])(C(=O)O)[C@@]3([H])C=C[C@]2([H])C3)c(Nc2cccc(C)c2)n1
2362.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2c1cc(Sc2c(Cl)cc(N=C=S)cc2C(F)(F)F)ccc1OC
2363.png,[H][C@]1([C@]2(C[C@@](C=C2OC2C(/C=C/C(CCC3C(O)=CC=CC=3)O)=CC=CC=2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2364.png,[H][C@]1([C@]2(C(C3C4=C(N=C([H])N4C(CC(O)=O)C)C=C(N)C=3)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2365.png,[H][C@]1(CC(N)=O)[C@](C(=O)O)(c2nc3ccc(N)cc3n2C(C)CC(=O)O)[C@@]2([H])C=C[C@]1([H])C2
2366.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2c1ccc(C)c2ccc(SOOO)cc12
2367.png,[H][C@]1(CC(=O)NC2CN(C)CCN2Cc2cccc(N)c2C)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([N+](=O)[O-])C2
2368.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1(c1ccc(NC(=O)c3csc(-c4cccs4)n3)c(N3CCNCC3)c1)C2
2369.png,[H][C@](CC1C(Cl)=CC=CC=1)(CNC1ON=C(C2C=C3C(C=NC=C3)=C(C([C@@]3([C@]4(C[C@@](C=C4)([H])[C@@]3(C(O)=O)[H])[H])[H])C(=O)N)C=2)C=1)N
2370.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(c3ccccc3SCn3cc(CP(c4ccccc4)c4ccccc4C#N)nn3)C=C[C@]1([H])C2
2371.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@@]1(C1CC2CCCN(C(CCCNC(CC3CC(N=[N+]=[N-])CC3)=O)=O)C2CC1)CC(=O)N)[H])C(O)=O
2372.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@@]1(C(C12OCC(CC1)(C1C=CC(C3C=CC(NC(C4=C(C(F)(F)F)OC(C)=N4)=O)=CC=3)=CC=1)CC2)C(O)=O)CC(=O)N)[H])C(O)=O
2373.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(COc3ccc(F)c(-c4ccc(COc5cccc([C@@]([H])(C)CC(=O)O)c5)cc4CCC4CCCCC4)c3)[C@]1([H])C2
2374.png,[H][C@]1(CC(=O)Nc2nc3c(-c4ccco4)nc(N)nc3n2Cc2ccccn2)[C@@](N=C=[N-])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
2375.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(c3cc(Cl)c(C(=O)Nc4ccnc(NC(=O)CC)c4)c(Cl)c3)C=C[C@]1([H])C2
2376.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(N3CC(c4cccnc4)C4C3C3CCN4CC3)[C@]1([N+](=O)[O-])C2
2377.png,*=C1OC([5*])([6*])OC(=*)C1C1=C[C@@]2([H])C([N+](=O)[O-])[C@]1([H])[C@@]([H])(CC(N)=O)[C@@]2([H])C(=O)O
2378.png,[H][C@]1(CC(=O)Nn2c(-c3nn(CC(=O)NC)c4ncnc(N)c34)cc3cc(OC#C)ccc32)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2
2379.png,[H][C@@]1(C(=O)O)[C@]([H])(C(C#CC23CC4SC(C2)SC(S4)C3C#C)C(N)=O)[C@]2([H])C=C[C@@]1([H])C2
2380.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2N(C(=O)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
2381.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@@]1(C1C=C(CN(C(C2C=CC(C)=CC=2)=O)C)C=CC=1)CC(=O)N)[H])C(O)=O
2382.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@]1(C(N(c1cc2C(C(C(Oc2cc1)(C)C)OCc1ccc(C(C)(C)C)cc1)OC)Cc1ccc(C)cc1)C(=O)N)[H])[H])C(O)=O
2383.png,[H][C@]1([C@@]2(C=C(C3C4CN(COC=4C=C(C#CC#C)C=3C)CCO)[C@](C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2384.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(c3cc([N+]#[C-])cc4c3-c3ccc(Br)cc3C4(CCC)C(C#N)CC)[C@]1([H])C2
2385.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2(C(CCCCCC)CC(COO)OOCc3cccc(C)c3)C=C[C@]1([H])C2
2386.png,[H][C@]1(C(C#CC#C)C(N)=O)[C@](C(=O)O)(c2ccc(S(=O)(=O)c3c(OCCNCCOc4no[n+]([O-])c4S(=O)(=O)c4ccccc4)no[n+]3[O-])cc2)[C@@]2([H])C=C[C@]1([H])C2
2387.png,[H]N1C2C(=CC(=CC=2OC([C@]2([C@@]3(C[C@](C=C3)([H])[C@]2(CC(=O)N)[H])[H])[H])=O)C(N2CCN(C3=NC=CC=N3)CC([H])([H])C2)=O)N=C1C1C(O)=CC=C(C2C(OC)=NC=CC=2)C=1[*]
2388.png,*c1ccc2c(c1)c(C(N=[N+]=[N-])C(*)C[C@]13C=C[C@]([H])(C1)[C@@]([H])(CC(N)=O)[C@@]3([H])C(=O)O)c(*)n2*
2389.png,[H]n1cnc(-c2sc(-c3c(C)nn4ccccc34)nc2-c2ccc(COC(C(N)=O)[C@@]3([H])[C@@]([H])(C(=O)O)[C@@]4([H])C=C[C@]3([H])C4)cc2)n1
2390.png,[H][C@]1([C@]2(C(c3c4c(c(c(c([n]4)C4C(=O)c5c(ccc(c5)OC(C=C)=O)C4=O)O)Br)c([H])c(C[Pr])c3)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2391.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)Oc2c(N=[N+]=[N-])c(S(=O)(=O)N(CC(N)=O)c3ccc(Cl)cc3Cc3c(Cl)cccc3Cl)cc(OC)c2OC)[C@@]2([H])C=C[C@]1([H])C2
2392.png,[H]n1c([C@@]([H])(COC(C#C)C#C)NC(=O)c2cc(Br)c(C(=O)N3CC=CC3)c(OC(=O)[C@]3([H])[C@]([H])(CC(N)=O)[C@]4([H])C=C[C@@]3([H])C4)c2)nc2cc(Cl)ccc21
2393.png,[H]N1C(C(OC([C@]2([C@@]3(C[C@](C=C3)([H])[C@]2(CC(=O)N)[H])[H])[H])=O)C[C@@](C2N([H])C3C(=CC(=C(C=3)C3[C@@]4([C@]([C@](C(O)=O)([H])[C@]3(C=C4)[H])(CC(=O)N)[H])[H])Cl)N=2)(NC(C2C=C(C)C(C(N3CCCC3)=O)=CC=2)=O)[H])=NN=N1
2394.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)Oc2c(F)cc(F)cc2-c2ccc3occ(CC(=O)OC)c3n2)[C@@]2([H])C=C[C@]1([H])C2
2395.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C[C@]1([H])C2c1ccc(C(=O)OC)cc1N1CCC(F)(F)CC1
2396.png,[H][C@@]1(C(=O)O)[C@@](CC(N)=O)(c2cccc(N3CCNCC3)c2OCCN(C)C)[C@]2([H])C=C[C@@]1([H])C2
2397.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2c1cc(C)c(Cl)c(C(=O)Nc2ccncc2)c1F
2398.png,[H][C@@]1(C(=O)O)[C@]([H])(C(C#C)C(=O)Nc2ccc(Br)c(C(=O)Nc3ccncc3)c2F)[C@]2([H])C=C[C@@]1([H])C2
2399.png,[H]n1nnnc1-c1cc(C(C#C)(NC(C)c2ccccc2)c2ccccc2)ccc1[C@@]12C=C[C@@]([H])(C1)[C@]([H])(C(=O)O)[C@]2([H])CC(N)=O
2400.png,[H][C@](Cc1ccccc1)(C(=O)N[C@@]([H])(Cc1ccc(NS(=O)(=O)O)cc1C(C(N)=O)[C@@]1([H])[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2N=[N+]=[N-])c1nc2c(s1)CCCC2)C(=O)OC
2401.png,[H][n]1c2c(c(cc(c2)-c2c(C)o[n]c2C)C(OC(C)(C)C)=O)c2c1ccc(c2)C(OCCC1[C@@]2([C@]([C@](C(O)=O)([H])[C@]1(C=C2)[H])(CC(=O)N)[H])[H])=O
2402.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(C3CN(c4ccc(-c5nc(C)n6c5cnc5c6ccn5[N+](=O)[O-])cc4C)CCN3C)[C@]1([H])C2
2403.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(c3cnc4cc(Cl)ccc4c3Sc3nnc(NC(=O)c4cc(F)cc(F)c4)s3)[C@]1([H])C2
2404.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@]1(C1C2C(=C(C=CN=2)SC2SC(NC(C3C=C(OC)C(OC)=CC=3)=O)=NN=2)C=CC=1Cl)C(O)=O)[H])CC(=O)N
2405.png,[H][C@]1([C@]2(C[C@@](C=C2)(C2C(OC(NC3SC(SC4C5C(=CC(=CC=5)Cl)N=CC=4)=NN=3)=O)=CC=CC=2)[C@@]1(C(O)=O)[H])[H])CC(=O)N
2406.png,[H][C@]1([C@]2(C[C@@](C([Ar])=C2)([H])[C@@]1(C(OC#N)=O)[H])C1C(NC(C2N(C3C=CC=CC=3)N=C(C)C=2)=O)=CC(OC2=NN3C(=NC(=C3)NC(C3CC3)=O)C=C2)=CC=1)CC(=O)N
2407.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@@]1(N(C1N=C2N(N=C(C=C2)SC2C=C(NC(C3=NN(C4C=CC=CC=4)C(C)=C3)=O)C=CC=2)C=1)C(C1CC1)=O)CC(=O)N)[H])C(O)=O
2408.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])NC1SC=C(C2C=C(C#C)C(OC(F)F)=C(F)C=2)N=1)CC(=O)N
2409.png,[H][C@@]1(CC(=O)O)COc2c1ccc(O[C@@]1([H])c3ccc(C(F)(F)F)c(Cc4cccc(F)c4)c3CC1C#C)c2[C@]12C=C[C@]([H])(C1)[C@@]([H])(CC(N)=O)[C@@]2([H])C(=O)O
2410.png,[H][C@]1([C@]2(C[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])C([C@@]1([C@]2(C[C@@](C=C2)(C(c2[n]ccc(C)c2)NC(NCCF)=O)[C@@]1(C(O)=O)[H])[H])[H])C(=O)N)CC(=O)N
2411.png,[H][C@@]1(C(=O)O)[C@@](CC(N)=O)(C2CC(C#CC#C)C(N3CCN(C(=O)CC)CC3)C2)[C@]2([H])C=C[C@@]1([H])C2
2412.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@@]1(C1C([C@]2([C@@](NCC3CCN(CCOC)CC3)([H])C2)[H])=CC=CC=1)CC(=O)N)[H])C(O)=O
2413.png,[H][C@]1(CC(=O)NC#N)[C@@]([H])(C(=O)O)[C@@]2([H])C=C(/C(CC3CCOCC3)=N\CC(=O)OC(C)(C)C)[C@]1([H])C2
2414.png,[H][n]1[n]cc(-c2[n]3c([n]c[n]3)c(Nc3cc(C(NC([C@@]4([C@@]5(C[C@](C=C5)([H])[C@]4(CC(=O)N)[H])[H])C(O)=O)c4ccc(O)cc4)=O)ccc3)[n]c2)c1
2415.png,[H]N1N=C(C2[C@@]3([C@@]([C@@](CC(=O)N)([H])[C@](C3)([H])C=2)(C(O)=O)[H])[H])C(C2N3C(=NC=N3)C(NC3C=C(C(NCC4CCCCC4)=O)C=CC=3)=NC=2)=C1
2416.png,[H][C@]1([C@]2(C([H])([H])[C@@](C=C2[*])([H])[C@]1(C1C(C2=NC(O)=C(O)C(N)=N2)=NC=CC=1)C(O)=O)[H])CC(=O)N
2417.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2c1cccc(-n2cc(C)c(-c3cccs3)n2)c1
2418.png,[H][C@@]1([C@@]2(C[C@](C=C2)([H])[C@@]1(C1C(F)=CC=C(N2N=C(C3C([H])=CC(F)=CC=3)C(C)=C2)C=1)CC(=O)N)[H])C(O)=O
2419.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2N(C(=O)NCC)c1nc2cc(-c3cccnc3)ccn2n1
2420.png,[H][C@@]1(C(=O)O)[C@]([H])(C(CC(C)(C)c2cc(C(C)(C)C)nn2Cc2ccc(CO)cc2)C(N)=O)[C@]2([H])C=C[C@@]1([H])C2
2421.png,[H][C@]1([C@]2(C(C3(c4c([s]c([H])c4)C(NC)CC3)c3cc(Cl)c(Cl)cc3)[C@@](C=C2)([H])[C@@]1(C(O)=O)[H])[H])CC(=O)N
2422.png,[H][C@]1(CC(N)=O)[C@@]([H])(C(=O)O)[C@]2([H])C[C@@]1([H])C=C2C[S@@](=O)CCCCNC(=S)S
